ID,階段,模組,任務,說明,依賴,預估(人天),累積人天,優先級,狀態
T96,M2,金流,◆ MerchantTradeNo→order_no 解析收斂單一出處（F-009）,審查發現（2026-07-07 F-009）：order_no 重組 slice 邏輯散落 order-result route 與 notify fallback 兩處 inline 複本，違反 §6「識別碼格式互轉單一出處」規則——T67 的根因（複本失同步）未根治，下次 order_no 格式演進改一漏一＝T67 完整重演（付款客人被導回首頁）。修法：merchant-trade-no.ts 新增 merchantTradeNoToOrderNo()（含格式防呆）供兩處 import；既有 route 測試（T85）加 round-trip 測試（generate→parse 還原）鎖住兩端同步。純重構、行為不變。｜隨手項（2026-07-08）：同批把 buildItemName 對商品名做 sanitize——ECPay ItemName 以 # 作品項分隔符，商品名含 # 會被切開顯示，組裝前將名稱中的 # 替換為全形＃；後台商品 CRUD（T10）屆時再加輸入端警示。,T67,0.25,111.75,P2,未開始
T97,M5,安全,◆ Production CSP 改 nonce-based（F-010）,審查發現（2026-07-07 F-010）：production CSP 的 script-src 含 unsafe-inline——任何 XSS 注入點的內聯腳本都會直接執行，CSP 對 XSS 的攔截力為零（T58 當時為 React/Next inline bootstrap 相容性妥協）。屬縱深防禦強化、需先存在另一個 XSS 缺陷才兌現，列 P2 不阻擋上線。修法：proxy.ts 每請求產 nonce＋script-src 帶 nonce 與 strict-dynamic（Next 自動帶進框架 script；全站轉動態渲染，本專案本來就預設動態影響小）；改完用 securityheaders.com 掃 staging 驗證。若遷移成本過高則明文記錄為已知接受風險。｜✅ 完成（2026-07-17）：CSP 改由 proxy.ts 每請求 nonce＋strict-dynamic（production 無 unsafe-inline）＋圖檔／favicon 靜態最小 CSP（script-src 'none'）；本機 production build 實測首頁 nonce 版、.svg script-src none、nonce 每請求輪替均通過（PR #70）。,T58,0.5,112.25,P0,完成
T98,M5,訂單,◆ createOrder 防重複提交（F-011）,"審查發現（2026-07-07 F-011）：createOrder 全程無伺服器端冪等鎖，checkout-form 的 disabled 只擋同一分頁——客人開兩分頁近乎同時送出→都讀到同一 cart、各自通過驗價、各建一張 pending_payment 訂單並導向各自的 ECPay 付款頁，兩邊都完成付款＝真金白銀重複扣款，只能人工退刷。機率低故 P2。修法：建單前對 cart 做原子性 CAS claim（條件式 UPDATE 搶鎖，0 列命中回「訂單處理中」），或併入 T76 RPC 交易化時以 cart id 上 advisory lock 一次解決。【批次：與 T76 同批——同檔重構、機制相同；若 T75（付款後才清車）先做，曝險窗口拉長、耦合更緊】｜✅ 完成（2026-07-11）：核心修法已隨 T76（PR #51）的 migration 0011 uq_orders_one_pending_per_cart partial unique index 完成——同一 cart 同時間僅允許一筆 pending_payment 訂單，DB 層擋下併發雙送出；checkout/actions.ts 靠 constraint 名稱區分 order_no 撞號（換號重試）與併發搶輸（導去贏家付款頁）。本次補齊：uq_orders_one_pending_per_cart 碰撞路徑的測試覆蓋（原本完全無測試）；racedOrder 查詢補 {error} 檢查（§6，順手修，不影響資安邊界，DB 約束仍保證不會雙重建單）。",T76,0.25,112.5,P2,完成
T99,M2,金流,◆ 對帳 cron CRON_SECRET 改 timing-safe 比對（F-012）,審查發現（2026-07-07 F-012）：ecpay-reconcile route 用字串不等號比對 Bearer secret，理論上可被 timing attack 逐字元猜出（實務可利用性極低：HTTPS 網路抖動遠大於字元比較時差、secret 高熵；且對帳冪等、無法竄改金額）。列入因 code-checklist A4 明文「驗證用 timing-safe 比對」且與同 codebase CheckMacValue 的 timing-safe 寫法不對稱。修法：crypto.timingSafeEqual（先比長度、轉 Buffer）。一行修改。｜隨手項（2026-07-08）：同檔順手修正 queryTradeInfo「非 200 一律標 RateLimitError」的告警語意——僅 429/503 視為限流，其餘狀態改標一般批次中止錯誤（訊息帶 HTTP status），避免 ECPay 5xx 在 Sentry 誤報成「被限流」誤導除錯方向；中止批次的保守行為不變。｜✅ 完成（2026-07-17）：抽共用 timingSafeEqualStrings（sha256 digest 常數時間比對、不洩漏長度）涵蓋三支 cron＋CheckMacValue＋order-access-token；queryTradeInfo 403 併入限流退避＋連續計數升級 error（PR #70）。,T89,0.25,112.75,P0,完成
T100,M2,品質,◆ 刪除過時型別殘留 types/supabase.ts（F-013）,審查發現（2026-07-07 F-013）：根目錄 types/supabase.ts（179 行、帶 BOM）為早期 supabase gen types 殘留——僅含最初 schema、缺 0003–0007 的欄位與 support_request 表，全 repo 無任何 import 引用。與正式生成檔 src/types/database.types.ts 並存，IDE auto-import 對 Database 型別給兩個候選、選錯拿到舊 schema（欄位子集相容時編譯照過、執行期才爆）。修法：確認無引用後 git rm。｜✅ 完成（2026-07-20，PR #88 squash 7473a0e）：grep 確認全 repo 僅 docs 文字提及、無程式 import，git rm types/supabase.ts；pnpm typecheck 綠。,—,0.25,113,P2,完成
T101,M2,基礎建設,🚀◆ 最小 CI：GitHub Actions lint＋test（G-03）,"架構盤點發現（2026-07-07，docs/architecture.md §8.2 G-03）：無任何 CI——Vercel build 只擋 type error，vitest 測試套件（含金流冪等測試）不在合併路徑上，全靠人工執行。新增 .github/workflows/ci.yml：pull_request＋push master 觸發，pnpm install --frozen-lockfile → pnpm lint → pnpm test；測試已全面 mock env.server，CI 不需任何 secret（若有測試間接踩到 env.ts fail-fast，workflow 加 dummy 值即可，不放真金鑰）。刻意不在 CI 跑 build（Vercel preview build 已涵蓋）。完成後由使用者本人在 GitHub Settings → Branch protection 勾 required status check `check` 才真正成為合併關卡。亦為 T103（ECPG）Pass Criteria 前置。方案已於 2026-07-08 經使用者核可。｜✅ 完成（2026-07-09，PR #44）：.github/workflows/ci.yml 上線（node-version 需 22，因 pnpm@11.10.0 在 Node 20 執行 pnpm 本身會噴 ERR_UNKNOWN_BUILTIN_MODULE）；使用者已在 GitHub Settings → Branch protection 將 master 設為需通過 `check` 狀態檢查＋分支需為最新，CI 正式成為合併關卡。",—,0.5,113.5,P0,完成
T102,M5,品質,◆ 清理批次：對帳 cron 容量邊界＋OWNER_EMAIL 收斂（G-04/G-05）,"架構盤點發現（2026-07-07 G-04/G-05）：①ecpay-reconcile route 加 export const maxDuration = 300（容量上限明碼化：最壞 30 筆×約 1.4s≈45s，6 倍餘裕）＋檔頭容量假設註解（pending 積壓超過 30 筆代表 webhook 大面積失靈屬 P0 事故，非對帳問題）＋候選撈滿 CANDIDATE_LIMIT 時 Sentry warning（reconcile: candidate list saturated，積壓早期訊號）。②new-order-notification.ts:9 與 support-request-notification.ts:13 各自寫死 OWNER_EMAIL 常數（fishead02290@gmail.com），改讀 serverEnv.ADMIN_EMAIL——今日兩值相同，純消滅寫死複本，換信箱只需改 Vercel Dashboard 一處；長期「後台權限身分 vs 營運通知收件人」拆兩個 env var 屬 T09 範圍，此處不做。兩件皆微小，合併一個 PR。",T89,0.25,113.75,P2,未開始
T103,M5,金流,站內付 2.0 取代 AIO 導轉式信用卡（ECPG）,"完整規劃見 docs/ecpg-migration-plan.md（2026-07-08 產出，📋 未定案）：五階段——CSP spike（go/no-go 關卡）→AES-JSON 協議層→後端流程＋獨立新 webhook（既有 AIO webhook 留至退場）→前端嵌入頁 feature flag（PAYMENT_FLOW=aio|ecpg）分流→staging 全量、production 切換、30 天雙軌觀察後退場。資料層僅一支 migration（payment.protocol 欄位）；訂單狀態機／ensure-paid／sendOnce 零改動。效益＝不離站體驗＋為綁卡快付鋪路；主要風險＝ECPG webhook 重送規則官方未說明（reconcile cron 升為主防線，初期加密到每 4 小時）、3D 導向從對特店透明變成特店責任（新失敗模式）、CSP 須放寬白名單（jQuery→node-forge→官方 SDK 三段載入）。Pass Criteria 8 條量化門檻見規劃文件 §4。建議 MVP 上線後才動工；涉金流，動工前先 plan mode。","T35,T82,T101",7,120.75,P2,未開始
T104,M4,前台,🚀全客製預約表單（/custom）,"文件整理 Gap（2026-07-08）：user-flow Flow 4／IA 網站地圖／wireframe custom.html 皆已定案，但當初標「輕量新增、非編號任務」從未登記編號，易掉出視野。範圍：/custom 預約訂製說明頁＋需求表單（品項／預算帶／想法／參考圖選填／Email 必填）→建立詢問紀錄＋Email 通知店家（沿用 T49 寄信模式；插值一律 escape-html；限流比照 T93 售後申請）；可選寄客人確認信。不接金流、不建訂單；完整報價→確認書→鎖價為 Phase 3。",T39,1,121.75,P1,未開始
T105,M4,前台,🚀首頁正式版,"文件整理 Gap（2026-07-08）：homepage demo（incantochen-home.html）為設計定稿參考，但首頁實作無明確任務歸屬，production `/` 仍為骨架。範圍：依 IA §1＝品牌故事＋主打款 landing＋custom 入口；依 brand-guide 與 wireframe index.html 落地（hero 滿版深色＋explore collection 直書＋圓形下滑鈕等 token 已定）；主打款卡片接真實商品資料；情境圖素材未到位前用佔位策略（對齊 T55/T56 暫緩現況，不杜撰內容）。",T39,1.5,123.25,P1,未開始
T106,M2,品質,🚀◆ 自動化測試階段（verify:all＋E2E 套件＋測試紀錄）,"使用者需求（2026-07-08）：code review 完成後進入全自動測試階段，需完整測試計畫與測試紀錄。測試計畫已定於 docs/test-plan.md（S1–S7 案例矩陣＋紀錄規範）。實作範圍（Phase 1）：①tests/e2e/ 建置（@playwright/test＋helpers：loginAs／test-data(runId 標記+teardown 必清，⚠️ 目前打 production DB)／submitForm(requestSubmit 陷阱)／simulateWebhook(自組 CheckMacValue 直打 notify)）②S1–S7 全部 ✅ 級案例 ③pnpm verify:all（lint→tsc→vitest→build→e2e 一鍵）④自訂 reporter 產出 tests/e2e/records/*.md 測試紀錄（進 git、PR 引用）＋HTML report(ignored) ⑤tests/e2e/README.md（操作＋踩坑）。不進 CI／不進 hook；@sandbox 案例預設跳過。取代 dev-process.md P-04 原「掛任務順手做」方案。Phase 2（T82 後改打 staging）／Phase 3（T101 後 nightly）見 test-plan.md §5。","T51,T85",2,125.25,P1,未開始
T107,M2,金流,🚀◆ 對帳 cron 調整推進順序：payment 翻 paid 改為最後一步（F-014）,審查發現（2026-07-07 F-014，平行 session）：reconcile 先 CAS 把 payment.status 翻成 paid、才呼叫 ensureOrderPaid 推進訂單——推進段遇暫時性 DB 錯誤時 throw 冒泡整批中止，但候選鍵（status='pending'）已被消滅，隔日 cron 永遠不會再選到這筆：客人已付款、訂單永久卡 pending_payment、確認信未寄、無告警無自動復原——安全網自身留盲點。修法優先 A：調整順序讓 payment 翻 paid 成為最後一步——先 ensureOrderPaid＋ensureNotificationSent（皆冪等），全部成功後才 CAS 翻 paid，任一中途失敗都讓 payment 留在 pending、隔日自動重試（與 webhook 靠綠界重送兜底同理）；promotion 段並做 per-item try/catch 隔離，一筆失敗不拖垮整批。備選 B：候選集改以 orders 不變式為準（加撈 orders=pending_payment 但已有 paid payment 的漂移單）。涉及金流，動手前先 plan mode；建議列入上線必要子集（launch-scope.md）。｜✅ 完成（2026-07-15，PR #67 squash f4a6cd5）：採修法 A——金額吻合分支重排為 ①ensureOrderPaid（失敗→跳過後續、候選鍵保留隔日重試＝F-014 修正核心）→②CAS 翻 paid（updateError 不擋③）→③ensureNotificationSent（通知不 gate 翻 paid：T88 sweep 已兜底、payment 為財務記錄不當重試旗標）；per-candidate 隔離已由 T88（PR #66）先行落地。新增測試 6（F-014 反向驗證／順序斷言／CAS error／隔日收斂／ensure-paid PAID_LINEAGE 靜默）＋更新 3；review 加修：對帳冷卻改 20h（24h 冷卻＋每日 cron 的邊界縫隙會讓「隔日重試」變隔兩日）、ensureOrderPaid 靜默判準改 PAID_LINEAGE（防對已推進訂單誤發付款卡住告警）。,T89,0.5,125.75,P0,完成
T108,M2,通知,◆ 面交 tracking_no 格式收斂單一出處（F-015）,審查發現（2026-07-07 F-015，平行 session）：面交與宅配共用 orders.tracking_no 一個字串、靠「面交」前綴分流，該字面量在 order-actions.tsx 寫入端與 order-shipped-notification.ts 解析端各手刻一份，僅靠註解維繫同步——與 T67 根因同型（C1 複本失同步）。任一端日後改寫法（如「面交：日期」或改詞「自取」）即靜默失準：面交單被判宅配、客人收到「已交由物流出貨請留意簽收」的矛盾通知。修法：新增 src/lib/order/shipping-tracking.ts 匯出 PICKUP_PREFIX＋buildPickupTracking()／parseTracking() 供兩端 import，禁止手刻字面量；中長期為 orders 增列獨立配送方式欄位（schema 變更，留 T48 物流定案時一併）。與 T96（F-009 同為單一出處收斂）可同批。,T30b,0.25,126,P2,未開始
T109,M2,會員,◆ /auth/confirm 落地頁文案／UX 重新檢視,使用者實測發現（2026-07-10，T83 驗證時）：magic link 落地頁顯示「確認登入」標題＋「登入」按鈕、非點連結後自動顯示「已登入」，使用者體感文案不直覺。按鈕觸發才消耗 token 是刻意的安全設計（防 Outlook Safe Links／掃毒軟體預先 GET 燒掉單次 token，T05 決策），本任務不改動驗證機制本身，只重新檢視文案／視覺呈現方式，讓使用者更清楚這是必要的一步而非多餘按鈕。,T05,0.25,126.25,P2,未開始
T110,M2,訂單,◆ 訂單狀態＋稽核 log 寫入交易化（T92 code-review 衍生）,"T92（PR #53）code-review 發現：transitionOrder／adminOverrideStatus／ensureOrderPaid 各自手刻一份「fetch 現況 → CAS UPDATE → INSERT order_status_log」序列，三份已分歧（部分失敗時 throw、ensureOrderPaid 只 Sentry 記錄不擋流程）。核心風險：CAS UPDATE 成功但緊接的 order_status_log INSERT 失敗時，訂單狀態已變但稽核記錄永久缺漏；T92 新增的 to===from 前置守衛更讓同目標重試被直接擋下，此路徑下連「重試最終補上 log」的舊有僥倖也一併消失。修法：仿 T76 create_order_with_items 的作法，寫一支 Postgres function 把「UPDATE orders SET status + INSERT order_status_log」包進單一交易，三處呼叫端改呼叫同一支 RPC，徹底消滅部分成功的中間態、順便統一三處分歧的失敗處理。涉及 migration／訂單狀態機，動手前先 plan mode。｜✅ 完成（2026-07-17）：transition_order_status RPC（migration 0017）把 UPDATE orders＋INSERT order_status_log 交易化，三處呼叫端收斂同一支（PR #72 squash 80ac3c7）。",T92,1,127.25,P2,完成
T111,M3,後台,◆ 後台代客建立訂單（付款連結）,"使用者需求（2026-07-12）：admin 端有時需替客人代下單（電話／面談成交）。決策定案（2026-07-12）：①客戶指定＝email 查詢既有會員，找不到沿用 find-or-create-member.ts 邏輯代建②收款＝不直接標記已付款，建立 pending_payment 訂單後複用既有 checkout/pay 流程產生 ECPay 付款連結交給客人自行完成刷卡③商品與金額＝沿用既有白名單配置器（ProductOption／ProductOptionValue）與 verify-prices.ts 伺服器端重算，不開放 admin 手動輸入自訂金額，維持「絕不信任前端價格」紅線不破例。範圍：/admin/orders/new 頁面（email 輸入＋商品選配 UI，可沿用/抽取 product-configurator.tsx 邏輯）＋ server action 建會員（如需）→建 cart/cart_item 或直接建 order＋order_item（沿用 createOrder 驗價路徑）→回傳付款連結。涉及訂單建立與金流，動手前先 plan mode。｜✅ 完成（2026-07-12，PR #57）：實作與規劃過程改為「admin 沿用前台商品頁／購物袋建立多品項購物車，/admin/orders/checkout 只負責指定客戶＋產生付款連結」（使用者澄清一張訂單可含多商品、畫面可與前台相通後定案）；抽出共用核心 src/lib/order/create-order-from-cart.ts（createOrderFromCart／resolvePendingOrderForCart／generateOrderNo）供客人 checkout 與 admin 代客建單共用；findOrCreateMemberByEmail 補孤兒 auth user（email 已在 Supabase Auth 但無 member row）復原邏輯。本機 max-effort code review（10 角度）修復 5 項發現：admin 改地址錯字重送不再靜默沿用舊地址（resolvePendingOrderForCart 加收件資訊比對）、listUsers 查詢失敗不再誤判成孤兒帳號、findOrCreateMember insert 失敗改為 throw（不再靜默回報假成功）、admin 摘要面板補 revalidatePath、客人 checkout 補齊 cart 讀取的 {error} 檢查。手動 ECPay sandbox 端到端驗證通過（含用 Node script 模擬 webhook，因本機 ECPay 無法回打 localhost）。衍生技術債見 T112／T113。",T09,2,129.25,P2,完成
T112,M3,品質,◆ 統一客人／admin checkout 表單與購物袋讀取邏輯,"T111 本機 code-review（2026-07-12，max-effort 10 角度）發現：src/components/admin-checkout-form.tsx 與既有 src/components/checkout-form.tsx 各自重寫一份幾乎相同的欄位 state／zod 驗證錯誤對應／送出中禁用邏輯；同時 guest_token→cart→cart_item 的讀取序列在 src/app/checkout/actions.ts、src/app/admin/orders/checkout/actions.ts、src/lib/cart/read-cart.ts 三處各自實作。非功能性缺陷（目前測試全綠），純維護成本：任何一處的錯誤訊息／驗證規則／防呆修正需手動同步到其餘複本，容易漏改。修法：抽出共用 hook（如 useCheckoutFormFields）供兩表單共用；抽出共用 loadCartForCheckout(serviceRole, guestToken) 供三處讀取邏輯共用。",T111,0.5,129.75,P2,未開始
T113,M3,品質,◆ createOrderFromCart 的 orderItemPayloadSchema.parse 補 try/catch,"T111 本機 code-review（2026-07-12）發現：src/lib/order/create-order-from-cart.ts 送進 create_order_with_items RPC 前的 orderItemPayloadSchema.parse(...) 未包 try/catch，目前不可觸發（上游 verifyCartPrices 已嚴格驗證過，形狀必定吻合），純屬未來上游邏輯改動導致形狀漂移時的防呆缺口。若觸發會讓客人／admin 看到未包裝的例外（Next.js 遮罩成通用錯誤）而非現有的結構化 {ok:false, error} 訊息。修法：包 try/catch，ZodError 轉成「訂單資料格式錯誤，請稍後再試」的結構化回傳，維持與函式其餘部分一致的錯誤傳遞方式。",T111,0.25,130,P2,未開始
T114,M4,商品,◆ 商品圖批次匯入腳本,"使用者需求（2026-07-13，T11 驗收時）：上線前正式商品圖（實拍照或 3D 合成素材，視 launch-scope C-1 拍板）一次性匯入，免用後台 UI 逐張上傳。做法：Node 腳本吃本地資料夾，命名慣例對應——資料夾名＝product slug、檔名數字前綴＝sort_order、其餘檔名當 alt；重用 T11 的 src/lib/storage lib（uploadProductImage 驗證＋上傳＋insert product_image），可重複執行（storage_path 已存在則跳過）。launch-scope 分級 D（後台 UI 手動上傳為現成過渡方案，不擋上線）；等 C-1 素材定案有圖可匯再動工。",T11,0.5,130.5,P2,未開始
T115,M4,商品,◆ 商品目錄卡片查詢收斂（延後至 T12/T13 之後）,"T14（PR #61）code-review 發現：/collections/[category] 查詢每個商品的 product_option 時撈出全部選項類型與選項值（含卡片用不到的，如戒圍），只為了取寶石/金屬色點的預設值兩個純量。曾評估用 Supabase !inner 巢狀 filter（.in(\"\"product_option.option_type.code\"\",[...])）收斂查詢範圍，但實測會讓「沒有掛 gem_color/metal_color 選項的商品」被 inner join 整筆排除在目錄外——不只是「還沒設定」的暫時狀態，而是未來任何品類/商品只要沒有這兩種選項（設計上不需要，或選項代碼不同）就會永久從目錄消失，比效能問題嚴重得多，故未採用。待 T12/T13（選項後台管理）上線、實際看到跨品類的選項資料長相後，再評估合適的收斂做法（例如改用左外連接＋app 端篩選，而非 DB 端 inner join）。現有效能成本在目前商品規模下可忽略，不擋上線。",T13,0.5,131,P2,未開始
T116,M4,素材,🚀◆ AI 產品圖生成批次工具（金屬色×寶石全矩陣）,"使用者需求（2026-07-14）：網站核心價值＝解決「無法事先確認配色與樣式」痛點，PDP 需「金屬色×寶石」全矩陣預產圖（C-1 拍板：取消 T55 疊圖／T56 自學 Blender，改離線預產平面圖＋T17 組合鍵查圖）。範圍：Node CLI 腳本（scripts/，不進 web app）呼叫圖像編輯模型 API（如 Gemini 圖像編輯），輸入每款實拍底圖＋目標矩陣設定（金屬色×寶石白名單，讀 DB 或設定檔），批次生成「換金屬色＋換主石」的組合圖——建議先由底圖生成各金屬色版本、再對每個金屬版本換寶石（避免單次 prompt 疊兩種改動品質不穩）；每組合可產多張候選供挑選（AI 有抽卡成分），輸出本地資料夾、檔名帶組合鍵（slug_metal_stone）供 T17 查圖；人工逐張對照真石校對色準後定稿，配合 T114 匯入腳本上傳。API 金鑰使用者自備（env var，不進 git、不經 Claude）；按張計費（每張約 NT$1–4，10 款全矩陣約數百張含重生成）。列 B 級（launch-scope）——素材是配色預覽價值主張的前提。｜引擎定案（2026-07-14，以戒指02實照實測，詳見 work-log）：主力 Gemini（草稿 Flash 免費 500 張/日、定稿 Pro 2K Batch API 半價 ≈$0.067/張），備援 OpenAI gpt-image（token 制較貴；實測結構細節不服從——主石六爪連續 4 張畫成四爪、整張重生細節漂移；Gemini 局部編輯一次命中且其餘像素不動）；FLUX Kontext 出局（輸出上限 ~1K 不夠 PDP）。工作流定型：實拍照→棚拍化底圖（人工對實物驗收結構）→結構錯誤用局部編輯修正（勿重抽 prompt）→底圖換金屬色→逐金屬版本換寶石（全程局部編輯保矩陣一致性）→每步多候選＋人工挑選。引擎層做成可抽換 adapter（GEMINI_API_KEY／OPENAI_API_KEY 皆使用者自填）。圖片規格定案（2026-07-14）：母檔 2048×2048（1:1，Gemini Pro 2K 原生檔位）、sRGB WebP q82–85（工具內 sharp 轉檔）、目標 ≤500KB 硬上限 1MB（bucket 上限 5MB）；chip 縮圖 256×256 ≤40KB；前台多尺寸交由 next/image 從母檔即時縮放，不另切；4K 僅未來 hero／深度縮放個案重生。",T114,1,132,P1,未開始
T117,M4,前台,◆ PDP 對「必選選項全隱藏」商品的販售狀態呈現,"T12 本地 code-review 衍生（2026-07-14，PR #62 已修結帳端）：管理員隱藏某商品必選選項類型（或該類型最後一個顯示中的值）後，PDP 的 !inner 查詢讓該選項整組消失，配置器沒有欄位可選、「加入購物袋」按鈕仍可按——客人可把實際上無法履約的商品加進購物車，直到結帳才被 verify-prices 必選完整性驗證擋下（錯誤已帶商品名＋前往購物車連結，不會卡死）。理想行為：PDP 偵測「商品有 required product_option 但查詢結果中該選項不存在或值為空」時，改顯示『暫停販售』並停用加入購物袋，別讓客人白走一段。實作提示：需要一個不受 RLS 過濾的存在性訊號（如 server component 用 service role 比對 required 數量 vs anon 查詢可見數量），注意別把 service role 資料外洩到 client。",T12,0.5,132.5,P2,未開始
T118,M2,前台,◆ 結帳完成後購物袋圖示數量未即時歸零,"使用者實測發現（2026-07-14，T73 手動驗收時）：完成結帳（訂單建立、購物車應已被清空）後，SiteHeader 的購物袋圖示仍顯示舊數量（如「1」），但直接開 /cart 頁面卻顯示『購物袋是空的』——兩處對同一 guest_token 的 cart_item 查詢結果不一致。研判根因：SiteHeader（src/components/site-header.tsx 的 CartIconWithBadge）是根 layout 內的 Server Component，Next.js App Router 對「同一 layout 底下的客戶端導覽」預設沿用 Router Cache、不會重新 fetch 未變動的 layout 區段；createOrder 的 redirect 雖是伺服器端導頁，但若購物車清空與導頁之間沒有對應的 revalidatePath／revalidateTag，瀏覽器端已快取的 header render 就不會反映最新（0 筆）的購物車狀態，須等下一次強制重新整理或另一個會觸發 layout 重新渲染的動作才會更新。修法方向：確認 createOrder（或建單後的清空購物車動作）有對根 layout／首頁路徑呼叫 revalidatePath，或改用 revalidateTag＋cart 相關 tag 統一管理；純 UI 顯示問題、非資料錯誤（DB 端資料其實正確），不影響金流與訂單正確性，故列 P2。",—,0.25,132.75,P2,未開始
T119,M2,前台,◆ 已取消訂單連結改顯示說明頁（取代靜默轉 homepage）,"T73 手動驗收發現（2026-07-14）：訂單被自動取消後（resolvePendingOrderForCart 的「同購物車重新結帳頂掉舊待付款單」機制，或 T66 逾期取消），舊訂單的 /checkout/pay、/checkout/success 連結一律靜默 redirect(\"\"/\"\")——客人完全不知道發生什麼事，只覺得「我的訂單不見了」。驗收過程中此行為連續三次被誤判為 T73 的 bug，真實客人遇到只會更困惑；且客人若停在已開啟的舊單 ECPay 頁面完成付款，錢會付進已取消的訂單（payment 有記錄、訂單維持取消，靠 Sentry＋每日對帳抓到後人工退款），說明頁能提早打斷這條路。修法：pay／success 頁對 status='cancelled' 的訂單改渲染說明頁——「此訂單已取消（可能已被新的訂單取代），請使用最新的訂單連結；如已在付款頁面請勿繼續付款」，不再靜默轉首頁；其他非法狀態維持現行 redirect。純 UI／文案、不動狀態機。",T73,0.25,133,P2,未開始
T120,M2,配置器,◆ 配置器依 input_type 渲染（select 下拉／swatch 色票／stepper 加減器）,"使用者觀察（2026-07-14，T13 驗收時）：前台 product-configurator.tsx 目前把所有選項一律渲染成 chip 方塊按鈕，不讀 option_type.input_type 也不讀 option_value.swatch_hex。這是 T16（配置器 UI，2026-06-25 完成）當時刻意的 MVP 取捨（選項數量少、chip 夠用），非 bug；但 schema（0001 input_type：swatch/select/stepper）與 T12（0012 swatch_hex）已把意圖記在資料層。本任務讓配置器讀 input_type：select→原生下拉或自訂 dropdown（選項多時較省空間，如戒圍未來擴充尺碼）、swatch→彩色圓點（用 swatch_hex，缺色碼 fallback chip 文字）、stepper→加減器（MVP 無 stepper 選項，先保底）。範圍：只改前台 src/components/product-configurator.tsx 的渲染分支＋PDP 查詢補撈 input_type/swatch_hex 欄位（page.tsx 目前只撈 label/sort_order）；不動後台、不動 addToCart/verify-prices（送出的仍是 option_value id，計價鏈不變）。與 T15 品牌視覺打磨可同批。",T13,1,134,P2,未開始
T121,M2,安全,◆ getClientIp 不應無條件優先信任 cf-connecting-ip,"T73 PR #64 max code-review 發現（2026-07-14）：src/lib/get-client-ip.ts 的 IP 取得順序為 cf-connecting-ip → x-forwarded-for → x-real-ip → null。本站部署在 Vercel，若正式 apex 網域 incantochen.com 未經 Cloudflare CDN，則 cf-connecting-ip 不會被平台設定也不會被剝除，客戶端可自帶並每次輪換 → 每個請求取得全新 IP 桶，使所有以 IP 為維度的限流（OTP requestOtp／verifyOtpCode、購物車寫入、結帳訪客枚舉、T73 訂單頁）的 IP 面向形同虛設。此 helper 為 T58 起 auth／金流限流共用基建，非 T73 新增，故獨立成任務而非在 PR #64 內盲改（改錯順序會回歸 auth 限流）。動手前先查明：①incantochen.com 正式流量是否真的經過 Cloudflare（若是則 cf-connecting-ip 可信、維持現狀）②若否，移除 cf-connecting-ip、改以 Vercel 可靠設定的 x-forwarded-for 最左值（或 x-vercel-forwarded-for）為準。涉及限流／auth 基建，動手前確認邊緣拓撲。｜決策（2026-07-14，使用者拍板）：上線先純 Vercel、不掛 Cloudflare（避免雙 CDN 複雜度＋Cloudflare 挑戰可能攔 ECPay webhook 的風險；Vercel 已自帶 CDN／DDoS／BotID／可靠 IP header）。故本任務定調＝移除 cf-connecting-ip、改用 Vercel edge 設定的 x-vercel-forwarded-for（客戶端無法覆蓋）為主、x-forwarded-for 最左值為輔。日後真遇 DDoS／bot／想邊緣限流省 function 成本再評估掛 Cloudflare（屆時把 cf-connecting-ip 順位調回）。DNS 最終仍由使用者本人設定。｜✅ 完成（2026-07-17）：移除 cf-connecting-ip／x-real-ip，改 x-vercel-forwarded-for（Vercel edge 設定、客戶端無法覆蓋）為主、x-forwarded-for 最左值為輔（PR #70）。",T58,0.25,134.25,P0,完成
T122,M5,金流,🚀◆ 電子發票正式帳號＋字軌設定,"T42（PR 待開）驗收時發現：目前程式使用的 ECPAY_INVOICE_MERCHANT_ID/HASH_KEY/HASH_IV/URL 是 ECPay 官方公開發布的共用測試帳號（2000132），與金流測試帳號（3002607）性質相同——僅供 sandbox 開發，任何開發者共用，絕不可帶入正式環境。上線前須：①商業／營業登記完成後，向 ECPay 另外申請電子發票服務開通（與 T35 的金流特店申請是分開的流程）②取得財政部配號後於 ECPay 後台設定字軌（InvoiceWordSetting，一次性）③換發票專屬的正式 MerchantID／HashKey／HashIV 到 Vercel production env（4 個變數，src/lib/env.server.ts 已定義好型別）。全部是使用者本人在 Dashboard 操作＋換 env，非程式改動；與 T35（金流正式金鑰）性質相同但帳號家族不同，分開列一支任務避免上線檢查漏勾。驗收加一條（2026-07-15 T42 走查確認）：正式帳號上線後實測一張小額單開立，確認綠界的發票開立通知信真的寄達客人信箱——stage 測試環境不保證對外寄信，此項只能在正式環境驗。",T42,0.25,134.5,P0,未開始
